@relation artiset
@attribute atr1 real [0.0, 1.0]
@attribute atr2 real [0.0, 1.0]
@attribute out {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
@inputs atr1, atr2
@outputs out
@data
0.14274891669896383, 0.6462848652258538, 3
0.6005365751295929, 0.16435809461652373, 4
0.4324254492108184, 0.7739217267743601, 6
0.7426323699302778, 0.545182624965419, 6
0.62088743487645, 0.4693195761736556, 5
0.6385209111875033, 0.7279043834177905, 6
0.019772671446128376, 0.29978540402522014, 0
0.1554542487073285, 0.2742665388645693, 1
0.631942862813249, 0.5231562625325399, 5
0.5581969022960622, 0.6994173371051504, 6
0.6193842375263449, 0.14170798794134842, 4
0.02579565192859201, 0.00474172135897899, 0
0.3344939519871558, 0.737050637402093, 5
0.9776646951575404, 0.7187700118645456, 7
0.725964675476457, 0.4674868395058287, 5
0.9235282029830921, 0.4427709529697079, 5
0.2387583851582743, 0.7703148793309884, 5
0.1602180138842888, 0.3054479794287054, 1
0.08036424518997853, 0.021787677991077614, 0
0.09174820185370713, 0.20503969152622925, 1
0.708384132054522, 0.4376656932255154, 5
0.9171249573873215, 0.8320686918765069, 8
0.5292187155431279, 0.38150606734408066, 4
0.19488760412756834, 0.2879056031794417, 2
0.6784904402702514, 0.7323853149102263, 7
0.11625085585422634, 0.9994729762666215, 6
0.36358556465664726, 0.3212723700361023, 3
0.9714519897700856, 0.9125962357547397, 9
0.9572672634500198, 0.6648760887331808, 7
0.574322238437112, 0.5599436731993531, 5
0.46054304395482426, 0.3127855281450522, 4
0.6161339937528932, 0.6732121033886883, 6
0.47796398248996186, 0.20376821655774802, 3
0.6889253418077664, 0.3129448469565569, 5
0.2375615113086328, 0.7965405829558039, 5
0.19817578101788735, 0.5822652541269606, 3
0.267357197032273, 0.21934643021414657, 2
0.16675472346447773, 0.44109584950453096, 2
0.6646888321604321, 0.019044504464077794, 4
0.2795455591990257, 0.6780504922054262, 4
0.36217185789027084, 0.21537314296135612, 3
0.23555963032922667, 0.0296754481779804, 2
0.9886586534289211, 0.5794765489476612, 6
0.48080876053322796, 0.9896000810462823, 8
0.9458846295308172, 0.24218640272739245, 5
0.593854135261701, 0.2362791521345431, 4
0.4938588175897428, 0.9541223611119849, 8
0.8256931382945815, 0.964282126213387, 9
0.12229992755988761, 0.06901603169485215, 1
0.4567288204639648, 0.36993767799603394, 4
0.7340109284621661, 0.7032365615308386, 7
0.6785258560670778, 0.799992070671092, 7
0.20157508814691327, 0.27185482115247017, 2
0.33515109741238713, 0.43949725675591855, 3
0.9227586740107521, 0.8855530464920839, 8
0.21447110908213252, 0.9460881362034637, 6
0.4258993514041217, 0.3074084926000412, 3
0.9306982982665034, 0.6021937242940976, 6
0.05343920372650124, 0.8440571011376874, 4
0.4746744886880043, 0.22723224552037458, 3
0.5921555899214096, 0.2507426387954723, 4
0.9519395865729127, 0.019629611312158013, 4
0.9402266318248955, 0.11081191678033675, 5
0.6553932490697256, 0.9378782614599772, 8
0.9004782923583051, 0.4701378602062376, 6
0.5509613337921122, 0.1380646683795913, 4
0.36319908746140417, 0.03794320819174635, 2
0.900964518039255, 0.7466739610642373, 7
0.8262939673932349, 0.3970800355502462, 5
0.3405932743847093, 0.43290858602564475, 3
0.06900731896349754, 0.45175698311913703, 1
0.09953744312182722, 0.6206538306815296, 2
0.852823011823485, 0.5481187714457731, 6
0.3542401782604535, 0.8202996908475745, 6
0.4845084252537589, 0.8748613543882622, 7
0.10664063287915859, 0.8319896211782293, 4
0.8710332333512409, 0.20042535238465775, 5
0.08467629649799191, 0.6450759452940453, 2
0.04480467590814574, 0.7567524178138757, 3
0.3295206646389671, 0.7692740341040668, 5
0.8940582037435736, 0.46797580855689025, 6
0.87155249605407, 0.12799733959890747, 4
0.05267261806946866, 0.2225623784844193, 0
0.9523870223899691, 0.5202684541692197, 6
0.614980907030758, 0.6400406753991627, 6
0.3649802543517704, 0.3585009137656415, 3
0.08912506617902882, 0.6926633449507434, 3
0.664762056464257, 0.15392485758885344, 4
0.08441883961179208, 0.9046045991539226, 4
0.36940477132729344, 0.994135330982687, 7
0.544614298202113, 0.6350671389664689, 5
0.75103854934275, 0.08820223428936835, 4
0.9072770994235112, 0.39526782944754335, 5
0.32903232158579243, 0.24288069285510705, 3
0.25113683070877146, 0.2598768814440523, 2
0.47016355271110777, 0.3983742122227778, 4
0.11018148284874352, 0.9936815555999757, 5
0.2113466736396472, 0.186450619558151, 2
0.4739082884993343, 0.5770893578601829, 5
0.8376805780113037, 0.7505941340034854, 7
